"id_municipio","municipio","tipo","id_distrito","latitud","longitud","altitud","sist_norm_int"
"527","SANTOS REYES PAPALO","INTEROCEANICO","3","17.80555556","-96.86111111","2060","Sistemas normativos internos"
"528","SANTOS REYES TEPEJILLO","470","12","17.4375","-97.93833333","1940","Sistemas normativos internos"
"529","SANTOS REYES YUCUNA","INTEROCEANICO","7","17.77694444","-98.00555556","1920","Sistemas normativos internos"
"530","SANTO TOMAS JALIEZA","INTEROCEANICO","16","16.84472222","-96.67055556","1520","Sistemas normativos internos"
"531","SANTO TOMAS MAZALTEPEC","INTEROCEANICO","6","17.17222222","-96.87083333","1660","Sistemas normativos internos"
"532","SANTO TOMAS OCOTEPEC","INTEROCEANICO","25","17.14444444","-97.7625","2130","Sistemas normativos internos"
"533","SANTO TOMAS TAMAZULAPAN","INTEROCEANICO","13","16.27194444","-96.585","1680","Sistemas normativos internos"
"534","SAN VICENTE COATLAN","INTEROCEANICO","5","16.38638889","-96.84444444","1370","Sistemas normativos internos"
"535","SAN VICENTE LACHIXIO","INTEROCEANICO","20","16.70361111","-97.01916667","2200","Sistemas normativos internos"
"536","SAN VICENTE NUÑU","INTEROCEANICO","23","17.45555556","-97.44166667","2360","Sistemas normativos internos"
"537","SILACAYOAPAM","INTEROCEANICO","19","17.50222222","-98.14388889","1640","Partidos politicos"
"538","SITIO DE XITLAPEHUA","470","13","16.35166667","-96.53222222","1550","Sistemas normativos internos"
"539","SOLEDAD ETLA","470","6","17.16944444","-96.82083333","1600","Partidos politicos"
"540","VILLA DE TAMAZULAPAM DEL PROGRESO","INTEROCEANICO","23","17.675","-97.57138889","2010","Partidos politicos"
"541","TANETZE DE ZARAGOZA","470","27","17.37555556","-96.30083333","1360","Sistemas normativos internos"
"542","TANICHE","470","5","16.56583333","-96.75305556","1420","Sistemas normativos internos"
"543","TATALTEPEC DE VALDES","INTEROCEANICO","11","16.30416667","-97.54583333","380","Sistemas normativos internos"
"544","TEOCOCUILCO DE MARCOS PEREZ","INTEROCEANICO","8","17.35277778","-96.61166667","1760","Sistemas normativos internos"
"545","TEOTITLAN DE FLORES MAGON","INTEROCEANICO","22","18.1325","-97.07222222","1010","Partidos politicos"
"546","TEOTITLAN DEL VALLE","INTEROCEANICO","24","17.02916667","-96.52","1680","Sistemas normativos internos"
"547","TEOTONGO","470","23","17.725","-97.53472222","2060","Sistemas normativos internos"
"548","TEPELMEME VILLA DE MORELOS","470","2","17.875","-97.36222222","2040","Sistemas normativos internos"
"549","TEZOATLAN DE SEGURA Y LUNA","INTEROCEANICO","7","17.65222222","-97.81111111","1520","Partidos politicos"
"550","SAN JERONIMO TLACOCHAHUAYA","INTEROCEANICO","24","17.00694444","-96.58333333","1580","Sistemas normativos internos"
"551","TLACOLULA DE MATAMOROS","470","24","16.95416667","-96.47916667","1620","Partidos politicos"
"552","TLACOTEPEC PLUMAS","470","2","17.85083333","-97.43333333","2150","Sistemas normativos internos"
"553","TLALIXTAC DE CABRERA","470","1","17.07083333","-96.64888889","1580","Sistemas normativos internos"
"554","TOTONTEPEC VILLA DE MORELOS","470","14","17.25666667","-96.02694444","1800","Sistemas normativos internos"
"555","TRINIDAD ZAACHILA","470","29","16.92138889","-96.765","1500","Partidos politicos"
"556","TRINIDAD VISTA HERMOSA, LA","INTEROCEANICO","23","17.77138889","-97.50555556","2170","Sistemas normativos internos"
"557","UNION HIDALGO","INTEROCEANICO","10","16.475","-94.82972222","10","Partidos politicos"
"558","VALERIO TRUJANO","470","3","17.77083333","-96.97916667","620","Partidos politicos"
"559","SAN JUAN BAUTISTA VALLE NACIONAL","470","26","17.77638889","-96.3","80","Partidos politicos"
"560","VILLA DIAZ ORDAZ","INTEROCEANICO","24","16.99805556","-96.43138889","1710","Sistemas normativos internos"
"561","YAXE","470","16","16.72361111","-96.4725","1500","Sistemas normativos internos"
"562","MAGDALENA YODOCONO DE PORFIRIO DIAZ","INTEROCEANICO","15","17.38111111","-97.3575","2310","Sistemas normativos internos"
"563","YOGANA","470","5","16.46111111","-96.78805556","1360","Sistemas normativos internos"
"564","YUTANDUCHI DE GUERRERO","470","15","17.03611111","-97.29583333","1650","Sistemas normativos internos"
"565","VILLA DE ZAACHILA","E100","29","16.95083333","-96.74916667","1520","Partidos politicos"
"566","SAN MATEO YUCUTINDO","INTEROCEANICO","20","16.73611111","-97.48416667","1240","Sistemas normativos internos"
"567","ZAPOTITLAN LAGUNAS","INTEROCEANICO","19","17.75472222","-98.38972222","1550","Partidos politicos"
"568","ZAPOTITLAN PALMAS","INTEROCEANICO","7","17.88888889","-97.81777778","1920","Sistemas normativos internos"
"569","SANTA INES DE ZARAGOZA","INTEROCEANICO","15","17.22805556","-97.15833333","1740","Sistemas normativos internos"
"570","ZIMATLAN DE ALVAREZ","INTEROCEANICO","30","16.86611111","-96.785","1500","Partidos politicos"
